split_iter,w0_w1,org_rel_barrier,w0_w1_recovered_mean,w0_w1_recovered_std,rec_rel_barrier_mean,rec_rel_barrier_std,num_runs
0,34.47794802371096,0.899999999999991,29.57365237624871,0.00035368394178792904,0.567346666666661,0.007105753537333837,3
25,33.731482934552545,0.899999999999991,29.52652552067518,0.0003625291709865063,0.5878399999999941,0.0048248108771224985,3
100,33.78946400283951,0.899999999999991,29.599754744737925,0.00030863898291009817,0.5470999999999946,0.008032459150222887,3
1000,31.15797265745137,0.8749799999999913,28.717362695990005,0.0016217845155973045,0.35884666666666315,0.006006474284747444,3
5000,27.488144559510715,0.10887999999999896,26.25957254636195,2.6769512329853096e-05,0.08233999999999918,0.0001732050807568927,3
