split_iter,w0_w1,org_barrier,w0_w1_recovered_mean,w0_w1_recovered_std,rec_barrier_mean,rec_barrier_std,num_runs
0,34.47794802371096,90.0,29.57365237624871,0.00035368394178792904,56.73466666666667,0.7105753537333903,3
25,33.731482934552545,90.0,29.52652552067518,0.0003625291709865063,58.784,0.48248108771225395,3
100,33.78946400283951,90.0,29.599754744737925,0.00030863898291009817,54.71,0.8032459150222934,3
1000,31.15797265745137,87.498,28.717362695990005,0.0016217845155973045,35.88466666666667,0.6006474284747497,3
5000,27.488144559510715,10.888000000000005,26.25957254636195,2.6769512329853096e-05,8.234,0.01732050807568943,3
